trade_id,symbol,entry_time,entry_debit,underlying_price,exit_method,exit_credit,pnl,slippage_vs_mid,slippage_pct,latency_ms,success,num_warnings
FLY_QQQ_0000,QQQ,2025-11-17 02:36:20.224234,116.77948325138114,450.0242124851311,split_verticals,202.3187306089767,85.53924735759556,3.8203200795054926,1.8882681143789208,0.456,True,0
FLY_QQQ_0000,QQQ,2025-11-17 02:36:20.224234,116.77948325138114,450.0242124851311,whole_fly,31.57896569717876,-85.20051755420238,1.3887750396685388,4.212527181507274,757.1799009999675,True,0
FLY_QQQ_0001,QQQ,2025-11-17 00:36:20.224280,57.76522491283427,451.14865197044355,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
FLY_QQQ_0001,QQQ,2025-11-17 00:36:20.224280,57.76522491283427,451.14865197044355,whole_fly,21.184638944634496,-36.58058596819977,1.0303061351323504,4.637896386567001,460.6522518821053,True,0
FLY_QQQ_0002,QQQ,2025-11-17 00:36:20.224313,148.7951523773472,450.86737976908313,split_verticals,242.4817459810813,93.68659360373411,2.489358627679728,1.0266169181551301,0.352,True,0
FLY_QQQ_0002,QQQ,2025-11-17 00:36:20.224313,148.7951523773472,450.86737976908313,whole_fly,117.99689448346336,-30.79825789388383,5.935231279046188,4.7890982604622145,646.7765364530231,True,0
FLY_QQQ_0003,QQQ,2025-11-17 00:36:20.224349,146.58224660929847,449.37560612199997,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
FLY_QQQ_0003,QQQ,2025-11-17 00:36:20.224349,146.58224660929847,449.37560612199997,whole_fly,92.20015666505574,-54.38208994424272,2.9619523804235417,3.112533349810463,205.91428714574164,True,0
FLY_QQQ_0004,QQQ,2025-11-17 00:36:20.224380,114.95874974463486,450.8301631118306,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
FLY_QQQ_0004,QQQ,2025-11-17 00:36:20.224380,114.95874974463486,450.8301631118306,whole_fly,103.49968012142207,-11.459069623212784,3.582050342144958,3.34515544961584,571.9066763829832,True,0
FLY_QQQ_0005,QQQ,2025-11-16 23:36:20.224442,59.53068316245903,449.9807949322176,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
FLY_QQQ_0005,QQQ,2025-11-16 23:36:20.224442,59.53068316245903,449.9807949322176,whole_fly,9.166355688007432,-50.3643274744516,0.438263868887279,4.563052875662,751.3303054708217,True,0
FLY_QQQ_0006,QQQ,2025-11-17 00:36:20.224477,108.1643763957873,449.5042457960606,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
FLY_QQQ_0006,QQQ,2025-11-17 00:36:20.224477,108.1643763957873,449.5042457960606,whole_fly,37.139571241560795,-71.0248051542265,1.7473749785553967,4.493474413404776,540.7693158913135,True,0
FLY_QQQ_0007,QQQ,2025-11-17 02:36:20.224537,115.80431799490638,451.9649655371492,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
FLY_QQQ_0007,QQQ,2025-11-17 02:36:20.224537,115.80431799490638,451.9649655371492,whole_fly,50.33454096688436,-65.46977702802202,2.1880720601291492,4.165961923874155,429.6933306886041,True,0
FLY_QQQ_0008,QQQ,2025-11-16 23:36:20.224571,132.91063049703672,448.8428721692184,split_verticals,123.71405219530284,-9.19657830173388,1.9366995916103633,1.565464518576246,0.34600000000000003,True,0
FLY_QQQ_0008,QQQ,2025-11-16 23:36:20.224571,132.91063049703672,448.8428721692184,whole_fly,120.99562690008669,-11.91500359695003,4.655124886826523,3.704812602093292,584.2330032226495,True,0
FLY_QQQ_0009,QQQ,2025-11-17 01:36:20.224636,55.606262054027766,450.24140191451534,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
FLY_QQQ_0009,QQQ,2025-11-17 01:36:20.224636,55.606262054027766,450.24140191451534,whole_fly,82.28243081217721,26.676168758149444,2.79775195464585,3.2883708798717235,369.58948491661226,True,0
FLY_QQQ_0010,QQQ,2025-11-17 01:36:20.224667,98.05837755058946,451.2122020271511,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
FLY_QQQ_0010,QQQ,2025-11-17 01:36:20.224667,98.05837755058946,451.2122020271511,whole_fly,183.44389245352102,85.38551490293156,8.232303632027659,4.2949014015039335,548.952007760028,True,0
FLY_QQQ_0011,QQQ,2025-11-16 23:36:20.224714,105.28062528894793,448.2519691629433,split_verticals,256.38219003199833,151.1015647430504,3.6787316170727706,1.4348623890815655,0.28400000000000003,True,0
FLY_QQQ_0011,QQQ,2025-11-16 23:36:20.224714,105.28062528894793,448.2519691629433,whole_fly,248.3648600078138,143.08423471886587,11.696061641257353,4.497431435331194,594.7307491500949,True,0
FLY_QQQ_0012,QQQ,2025-11-17 00:36:20.224756,134.812063773886,450.35464703251995,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
FLY_QQQ_0012,QQQ,2025-11-17 00:36:20.224756,134.812063773886,450.35464703251995,whole_fly,75.46076127225277,-59.35130250163323,2.668249371925747,3.415183873347257,652.0551078264763,True,0
FLY_QQQ_0013,QQQ,2025-11-17 02:36:20.224799,89.37904396631248,449.35480818803126,split_verticals,182.71466558073894,93.33562161442646,3.3870642065771257,1.8537451253908415,0.389,True,0
FLY_QQQ_0013,QQQ,2025-11-17 02:36:20.224799,89.37904396631248,449.35480818803126,whole_fly,176.15920199516634,86.78015802885386,7.068128460493507,3.857573235890134,681.0909331724625,True,0
FLY_QQQ_0014,QQQ,2025-11-17 00:36:20.224849,84.04157617350859,451.69720222184833,split_verticals,145.23285078427955,61.19127461077096,3.5748976628616695,2.4614938311523025,0.419,True,0
FLY_QQQ_0014,QQQ,2025-11-17 00:36:20.224849,84.04157617350859,451.69720222184833,whole_fly,138.79998672194822,54.75841054843963,7.058854056271058,4.839510597101317,757.860383088081,True,0
FLY_QQQ_0015,QQQ,2025-11-17 00:36:20.224897,86.84227399898593,450.18300986355985,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
FLY_QQQ_0015,QQQ,2025-11-17 00:36:20.224897,86.84227399898593,450.18300986355985,whole_fly,6.941583335268149,-79.90069066371778,0.30874624315831356,4.25837528926955,473.323814623166,True,0
FLY_QQQ_0016,QQQ,2025-11-16 23:36:20.224942,136.19212216849874,448.50765603305194,split_verticals,213.98936931711026,77.79724714861152,0.5988621141266179,0.2798560115568946,0.263,True,0
FLY_QQQ_0016,QQQ,2025-11-16 23:36:20.224942,136.19212216849874,448.50765603305194,whole_fly,79.81405830352489,-56.37806386497385,3.9011847019212613,4.660064955754195,775.2281024761937,True,0
FLY_QQQ_0017,QQQ,2025-11-17 02:36:20.224993,83.40066040572465,451.9685623912552,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
FLY_QQQ_0017,QQQ,2025-11-17 02:36:20.224993,83.40066040572465,451.9685623912552,whole_fly,109.99428367238579,26.59362326666114,4.571839456466613,3.9905683561663947,548.097471165567,True,0
FLY_QQQ_0018,QQQ,2025-11-17 00:36:20.225043,141.89219754215128,448.8146640231836,split_verticals,160.0845137436948,18.19231620154352,1.6403798448816076,1.0246961473787257,0.245,True,0
FLY_QQQ_0018,QQQ,2025-11-17 00:36:20.225043,141.89219754215128,448.8146640231836,whole_fly,54.035982425194156,-87.85621511695712,2.505236774832388,4.430814917466817,676.016369790832,True,0
FLY_QQQ_0019,QQQ,2025-11-17 02:36:20.225100,65.54072506236321,451.0134296600828,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
FLY_QQQ_0019,QQQ,2025-11-17 02:36:20.225100,65.54072506236321,451.0134296600828,whole_fly,200.4400810956529,134.8993560332897,7.601464705699,3.653820527250477,560.7399808771452,True,0
FLY_QQQ_0020,QQQ,2025-11-17 00:36:20.225148,103.80666483193887,448.01455028622075,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
FLY_QQQ_0020,QQQ,2025-11-17 00:36:20.225148,103.80666483193887,448.01455028622075,whole_fly,95.84648517537194,-7.960179656566936,3.246046234134528,3.275772843787819,589.7551810839745,True,0
FLY_QQQ_0021,QQQ,2025-11-17 02:36:20.225191,146.4529401005808,449.57933224094415,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
FLY_QQQ_0021,QQQ,2025-11-17 02:36:20.225191,146.4529401005808,449.57933224094415,whole_fly,189.44039787062346,42.98745777004265,7.530052691030868,3.8229352014777787,553.1276158528049,True,0
FLY_QQQ_0022,QQQ,2025-11-17 02:36:20.225241,142.13568590938428,451.87994365996053,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
FLY_QQQ_0022,QQQ,2025-11-17 02:36:20.225241,142.13568590938428,451.87994365996053,whole_fly,95.66127679814407,-46.474409111240206,3.473569722412356,3.503883694107584,515.168648108887,True,0
FLY_QQQ_0023,QQQ,2025-11-17 02:36:20.225285,115.58011876319001,450.24493650926553,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
FLY_QQQ_0023,QQQ,2025-11-17 02:36:20.225285,115.58011876319001,450.24493650926553,whole_fly,93.4642038092859,-22.11591495390411,4.517031629278085,4.61009866742326,217.54353789835028,True,0
FLY_QQQ_0024,QQQ,2025-11-16 23:36:20.225331,81.65205101629162,451.56867337917595,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
FLY_QQQ_0024,QQQ,2025-11-16 23:36:20.225331,81.65205101629162,451.56867337917595,whole_fly,2.7383497117422704,-78.91370130454935,0.1265861632668408,4.418464104940507,689.4773571514808,True,0
FLY_QQQ_0025,QQQ,2025-11-17 02:36:20.225382,94.91854665955009,449.59641736324056,split_verticals,206.27012612792691,111.35157946837683,2.5712042595085336,1.246522852230136,0.268,True,0
FLY_QQQ_0025,QQQ,2025-11-17 02:36:20.225382,94.91854665955009,449.59641736324056,whole_fly,72.59174863293126,-22.32679802661883,2.511667400486326,3.34427850707716,382.43324288955546,True,0
FLY_QQQ_0026,QQQ,2025-11-16 23:36:20.225429,118.65824296980414,448.95004983145554,split_verticals,0.0,0.0,0.0,0.0,0.0,False,0
