trade_id,symbol,entry_time,entry_debit,underlying_price,exit_method,exit_credit,pnl,slippage_vs_mid,slippage_pct,latency_ms,success,num_warnings
FLY_QQQ_0000,QQQ,2025-11-17 01:32:07.461355,95.48738889176428,450.3677447376077,split_verticals,298.81456118775185,203.32717229598757,10.81420282664137,3.619034756424258,0.51,True,0
FLY_QQQ_0000,QQQ,2025-11-17 01:32:07.461355,95.48738889176428,450.3677447376077,whole_fly,298.1788336317897,202.69144474002542,11.449930382603538,3.697954361265765,453.5368611139943,True,0
FLY_QQQ_0001,QQQ,2025-11-17 02:32:07.461987,74.9043739972586,450.5911954602098,split_verticals,238.16431482547523,163.25994082821663,2.4137180286382005,1.0134675425270794,0.229,True,0
FLY_QQQ_0001,QQQ,2025-11-17 02:32:07.461987,74.9043739972586,450.5911954602098,whole_fly,232.2204634052112,157.3160894079526,7.947889767600304,3.30929935713947,286.547446482316,True,0
FLY_QQQ_0002,QQQ,2025-11-17 00:32:07.462059,57.866247894191126,451.6945264905711,split_verticals,153.7564838880262,95.89023599383506,1.5664744712955496,1.0188022200327769,0.23,True,0
FLY_QQQ_0002,QQQ,2025-11-17 00:32:07.462059,57.866247894191126,451.6945264905711,whole_fly,38.07210520527582,-19.794142688915308,1.8639078664679225,4.667235718096027,730.4476249207298,True,0
FLY_QQQ_0003,QQQ,2025-11-16 23:32:07.462112,86.98814970186353,450.23093515341816,split_verticals,177.90864436560912,90.92049466374559,2.190372144183648,1.2311780307214015,0.34099999999999997,True,0
FLY_QQQ_0003,QQQ,2025-11-16 23:32:07.462112,86.98814970186353,450.23093515341816,whole_fly,93.94209211791687,6.953942416053337,3.7209086299867686,3.809947064386755,400.64428710573355,True,0
FLY_QQQ_0004,QQQ,2025-11-16 23:32:07.462159,90.75264783648456,449.6901461518069,split_verticals,212.29570179736024,121.54305396087568,5.159009656979066,2.430105561865509,0.297,True,0
FLY_QQQ_0004,QQQ,2025-11-16 23:32:07.462159,90.75264783648456,449.6901461518069,whole_fly,210.39331696306408,119.64066912657952,7.061394491275246,3.24729431891752,433.17646939765245,True,0
FLY_QQQ_0005,QQQ,2025-11-17 02:32:07.462203,107.10373390344425,451.0330503067713,split_verticals,258.65928552690144,151.55555162345718,5.719474153817416,2.2112000124668136,0.45899999999999996,True,0
FLY_QQQ_0005,QQQ,2025-11-17 02:32:07.462203,107.10373390344425,451.0330503067713,whole_fly,70.63439584019387,-36.469338063250376,2.2893737914069607,3.1394068120346894,543.6070181932314,True,0
FLY_QQQ_0006,QQQ,2025-11-17 00:32:07.462247,120.59161508891223,451.70902104713525,split_verticals,118.27005143625598,-2.321563652656252,1.888842450684578,1.5970589576538803,0.215,True,0
FLY_QQQ_0006,QQQ,2025-11-17 00:32:07.462247,120.59161508891223,451.70902104713525,whole_fly,62.25780288826458,-58.33381220064766,3.2003704354380345,4.889183845096958,565.999550145689,True,0
FLY_QQQ_0007,QQQ,2025-11-17 00:32:07.462341,133.94545522949196,450.50820819680166,split_verticals,231.90640593965108,97.96095071015912,5.462313951365698,2.355395888799706,0.321,True,0
FLY_QQQ_0007,QQQ,2025-11-17 00:32:07.462341,133.94545522949196,450.50820819680166,whole_fly,218.1674590566317,84.22200382713976,9.943539886254737,4.359079541247532,316.8756463867849,True,0
FLY_QQQ_0008,QQQ,2025-11-17 02:32:07.462395,57.19411197951595,449.809757835121,split_verticals,290.0845634179584,232.89045143844245,5.958902946127665,2.0541951201801742,0.294,True,0
